people_ID,27-Mar-20
1,1743.465042
2,724.5511909
3,1652.950459
4,1620.209623
5,1559.255771
6,1540.886661
7,1317.135502
8,865.236672
9,1269.477966
10,1029.301696
11,1500.073847
12,865.1338331
13,1602.359218
14,604.3414171
15,1532.681125
16,1029.988283
17,884.3752091
18,829.1606674
19,834.1341623
20,967.1169371
21,1048.443877
22,961.9399543
23,1647.121669
24,895.8565897
25,704.9063269
26,1531.506002
27,1055.651259
28,840.6589029
29,1472.103383
30,1606.304206
31,1033.091269
32,1021.981522
33,1293.943246
34,1070.088658
35,1201.943301
36,1174.845339
37,891.0993143
38,1465.798331
39,842.2530606
40,808.3410331
41,1466.693563
42,854.0112091
43,1406.409225
44,1678.206907
45,1086.413618
46,609.6910217
47,1190.401353
48,1739.37696
49,609.0682103
50,1472.39685
51,981.8209966
52,1029.755145
53,1644.844265
54,591.3911451
55,1301.33643
56,1464.986395
57,975.9749349
58,1078.41483
59,1407.498427
60,1009.588037
61,619.4876114
62,1027.810793
63,1075.122368
64,1474.307442
65,969.090784
66,1196.230144
67,1259.11136
68,1330.971136
69,1448.726807
70,923.8405669
71,918.4473829
72,1002.600695
73,585.8557577
74,1296.969047
75,1553.383703
76,1038.350478
77,1750.348974
78,983.3853257
79,1737.83872
80,1134.407982
81,1326.79323
82,742.5866606
83,1017.301349
84,1219.780411
85,689.8093669
86,1586.284302
87,832.2930011
88,1040.367666
89,1171.742354
90,1150.560654
91,1558.732891
92,1669.751328
93,1254.051515
94,1679.918423
95,949.5331931
96,637.614432
97,654.0388891
98,715.5624777
99,1415.540078
100,1434.419054
101,861.7712869
102,1558.992869
103,1044.092695
104,1356.634267
105,663.9900023
106,1451.426606
107,999.0713371
108,1157.361746
109,1423.763173
110,1073.207781
111,1640.666007
112,1310.770537
113,1361.634633
114,1586.180457
115,879.8772571
116,1137.177783
117,813.6340663
118,1083.561746
119,1525.028027
120,1387.193701
121,1373.539045
122,882.7169234
123,1073.458542
124,1223.431598
125,582.3430171
126,909.2393463
127,1743.448187
128,994.4043749
129,1065.162373
130,1488.894734
131,1228.491794
132,623.2805257
133,1631.621221
134,1628.125687
135,1433.373211
136,1466.666839
137,599.6744549
138,853.7384366
139,1285.210597
140,1121.371726
141,679.8794377
142,1415.963461
143,1624.703227
144,911.4298926
145,1233.235941
146,1168.164594
147,1069.552919
148,678.7601691
149,1387.560512
150,908.9063589
151,1082.239771
152,805.484512
153,698.8875611
154,1400.76635
155,1165.770706
156,1192.561989
157,1091.780379
158,1062.259232
159,978.6145189
160,730.7127314
161,1079.715602
162,1286.822263
163,1297.781399
164,1207.422117
165,1118.882098
166,810.0353417
167,807.3822446
168,1118.471927
169,1460.078272
170,824.3597303
171,1468.028398
172,1754.933563
173,1553.530171
174,1602.432709
175,1571.583648
176,1649.73077
177,607.1509349
178,959.3165714
179,1311.540201
180,941.3370194
181,905.8734583
182,704.5606994
183,1590.990546
184,1319.982569
185,1157.937285
186,1505.479319
187,992.1577554
188,1576.147689
189,1057.492005
190,1484.327351
191,763.626336
192,1717.698336
193,1577.231762
194,717.879328
195,758.6094171
196,823.7413303
197,1091.69344
198,1340.404827
199,1160.680713
200,1527.171808
201,1014.83445
202,1087.009925
203,808.3410331
204,590.5358491
205,1442.132347
206,1204.790286
207,598.801536
208,1281.27904
209,579.6633509
210,719.7065417
211,1049.226318
212,1383.70181
213,1489.953787
214,1229.676434
215,1102.077472
216,1019.345696
217,1078.544827
218,777.8941531
219,1465.768265
220,1153.995858
221,1500.402839
222,1230.618368
223,1618.065842
224,1548.276503
225,1486.834249
226,1057.751982
227,1610.132727
228,857.7968686
229,1011.312494
230,1327.609161
231,1554.105294
232,1222.256526
233,653.040384
234,670.6274697
235,760.0275474
236,1530.283241
237,950.6786149
238,1362.63648
239,742.2936914
240,1171.859474
241,1033.873074
242,1158.040475
243,1622.184105
244,1505.013582
245,1348.268731
246,868.4652434
247,1123.056517
248,1068.95653
249,867.6705783
250,1158.070843
251,1571.017408
252,1577.015479
253,1024.54875
254,1452.286313
255,762.9866057
256,1307.870976
257,1626.151424
258,881.7015634
259,1091.123858
260,1644.131173
261,898.8732389
262,847.3700663
263,796.1942491
264,1154.77808
265,1516.572146
266,911.7026651
267,595.2927909
268,974.0948251
269,1151.878583
270,1528.10933
271,1703.421001
272,1210.481824
273,995.1600914
274,762.118816
275,737.2202011
276,811.9496914
277,1730.721952
278,1494.633545
279,1587.149467
280,740.4398903
281,1166.432384
282,723.435264
283,1733.371488
284,791.3896183
285,1320.717737
286,1191.054231
287,1292.504855
288,724.5938971
289,1498.941367
290,1715.378226
291,1479.643182
292,1365.406281
293,958.737472
294,657.7980937
295,821.6206309
296,1596.473792
297,1592.718761
298,1040.597161
299,1648.305893
300,1324.922304
301,1588.980521
302,686.7540709
303,1761.294181
304,841.1947749
305,1474.963662
306,934.7725623
307,891.5187017
308,726.2356297
309,1186.28336
310,1242.323433
311,1625.200037
312,606.5714011
313,1729.966235
314,1705.304869
315,953.9243749
316,1649.178459
317,579.3607314
318,1565.444119
319,828.0286034
320,1595.389065
321,1456.547433
322,1670.520338
323,1653.961824
324,1524.471241
325,1116.648626
326,1102.176969
327,1277.411237
328,1546.392635
329,1514.571223
330,1468.141189
331,880.4775589
332,1152.47083
333,1275.786359
334,1200.711959
335,1588.833906
336,1551.888741
337,1167.434533
338,860.4191817
339,1295.140745
340,1488.398341
341,843.60176
342,1555.095218
343,740.975648
344,992.0277577
345,911.443104
346,1658.166373
347,1434.768594
348,1456.037349
349,1098.95835
350,1098.824293
351,779.9948754
352,569.8462766
353,1601.999726
354,726.8878537
355,1406.712146
356,1103.088837
357,1021.199717
358,1221.763712
359,1296.315867
360,1321.529609
361,1483.165792
362,1378.689303
363,596.0184411
364,1761.441449
365,964.0877943
366,1642.247305
367,1741.766738
368,1663.658917
369,1674.22843
370,1443.397751
371,1158.533175
372,1711.596709
373,846.3846171
374,992.6494994
375,846.4580434
376,725.3929737
377,1092.199767
378,1649.45499
379,788.796736
380,699.8332526
381,1124.707547
382,1139.844174
383,1047.485088
384,1697.258807
385,743.3129646
386,747.6469394
387,957.0736457
388,1261.561467
389,1088.285262
390,1185.414853
391,960.1854309
392,1275.933129
393,1116.934341
394,1029.301696
395,1149.947378
396,1128.099589
397,1286.775561
398,771.6723977
399,1383.525545
400,647.4183589
401,1210.06277
402,1394.168485
403,1258.722235
404,1205.149125
405,712.0839451
406,1425.084859
407,1514.601225
408,1225.112393
409,754.1586743
410,1045.107753
411,1434.219625
412,1456.486802
413,927.2887451
414,1440.74096
415,1360.752613
416,1540.013742
417,1361.054944
418,825.73856
419,1360.039168
420,1412.320741
421,1650.483561
422,1444.643022
423,714.6033371
424,771.3356526
425,672.7146789
426,1349.516928
427,802.0891291
428,1620.35248
429,1006.48171
430,837.1032366
431,905.021504
432,771.7285531
433,1052.406071
434,1315.787456
435,1213.238112
436,1423.227301
437,769.1183817
438,1061.200178
439,789.9248046
440,1364.261006
441,1051.240183
442,1284.671081
443,1025.40363
444,957.765472
445,1686.845934
446,1110.456283
447,1686.210263
448,1767.374149
449,1481.220722
450,975.4825371
451,1001.062373
452,987.2480869
453,1436.367465
454,669.4825463
455,1033.073998
456,1405.134304
457,833.8011749
458,807.7358446
459,881.1994514
460,836.0653669
461,625.1870583
462,1064.406002
463,1613.775227
464,864.9175497
465,642.6007863
466,1001.205883
467,1615.089513
468,821.6335086
469,1366.594679
470,1442.162848
471,846.6343086
472,1362.822679
473,704.2801737
474,1234.680142
475,1440.019067
476,1141.295474
477,930.9139749
478,693.5244434
479,652.3316389
480,627.3944594
481,1392.677166
482,1743.694235
483,1606.088005
484,1455.661001
485,1492.718958
486,1526.838469
487,1389.67787
488,633.6426377
489,734.0181349
490,1051.430075
491,1139.744594
492,1181.542638
493,665.9605074
494,616.1723383
495,707.8925257
496,1631.967419
497,1719.422729
498,698.7708571
499,1649.411296
500,1157.401111
501,1748.465106
502,756.2158811
503,652.8681143
504,1287.008398
505,902.91744
506,1621.51461
507,704.2977966
508,1108.002263
509,697.8154103
510,779.6019109
511,1175.294793
512,1206.696818
513,1392.487035
514,951.590752
515,1121.328146
516,1351.124951
517,1384.570971
518,1211.177563
519,630.6229486
520,843.1821349
521,1624.56037
522,962.8856457
523,1111.951246
524,1547.510834
525,769.9780891
526,1387.936206
527,810.6577371
528,689.4765349
529,569.12432
530,1344.064183
531,1363.198725
532,1378.482537
533,1628.269198
534,1135.855525
535,921.912768
536,757.7541211
537,973.0790491
538,585.1165943
539,1435.797883
540,1038.190414
541,944.486208
542,1113.135886
543,877.3970834
544,1438.406985
545,781.9954469
546,783.8102994
547,1602.596114
548,745.2268983
549,1756.847913
550,1471.68
551,882.1073234
552,688.2578331
553,837.8457417
554,1477.392503
555,677.8215771
556,1380.435771
557,1313.487543
558,856.9449143
559,692.6090149
560,1004.208302
